exit_type,count,mean_gross,mean_net
MAXHOLD,19,0.014203868426068501,0.0092038684260685
SL,132,-0.09999999999999996,-0.10999999999999997
SL_FIRST,1,-0.09999999999999998,-0.10999999999999999
TP,77,0.1786559632971997,0.17365596329719973
