token,pnl
FARTCOIN-USD,0.7445982838641423
KMNO-USD,0.34539779881464006
RENDER-USD,0.3241576316851812
ZEREBRO-USD,0.31445737429481035
WIF-USD,0.2735391376090817
JITOSOL-USD,0.2700435742714376
RAY-USD,0.2548992380636021
ORCA-USD,0.23305549607728882
MSOL-USD,0.21636097825071268
BSOL-USD,0.21512962598442165
