token,pnl
WIF-USD,0.5000447043568722
MSOL-USD,0.4620128810082087
STSOL-USD,0.4535283737808662
BSOL-USD,0.4196785167475838
FARTCOIN-USD,0.41402219490890985
JITOSOL-USD,0.4137255598442282
CHILLGUY-USD,0.25509437817166064
ORCA-USD,0.17012802303979574
KMNO-USD,0.08278436998009348
ZEREBRO-USD,0.0814205396806845
