cid,entry_date,entry_price,exit_date,exit_price,exit_type,gross_return,hold_days,es,recon_date
HNT-USD,2025-07-01,2.1727869510650635,2025-07-10,2.824623036384583,TP,0.3000000000000001,9,E3,2025-06-30
ZETA-USD,2025-07-01,0.1691329926252365,2025-07-12,0.21987289041280747,TP,0.30000000000000004,11,E3,2025-06-30
STSOL-USD,2025-07-01,177.94534301757812,2025-07-20,231.32894592285157,TP,0.30000000000000004,19,E3,2025-06-30
BSOL-USD,2025-07-01,180.35562133789062,2025-07-20,234.46230773925782,TP,0.30000000000000004,19,E3,2025-06-30
CHILLGUY-USD,2025-07-01,0.04597000032663345,2025-07-02,0.05604099854826927,TP,0.21907761910110374,1,E3,2025-06-30
ZEREBRO-USD,2025-07-01,0.02729099988937378,2025-07-08,0.034703999757766724,TP,0.2716280055125178,7,E3,2025-06-30
WIF-USD,2025-08-01,0.8797019720077515,2025-08-31,0.7477466762065887,SL,-0.15,30,E3,2025-07-31
RAY-USD,2025-08-01,2.5950870513916016,2025-08-09,3.3736131668090823,TP,0.3000000000000001,8,E3,2025-07-31
RENDER-USD,2025-08-01,3.5361061096191406,2025-09-30,3.5488619804382324,MAXHOLD,0.003607321280431169,60,E3,2025-07-31
FARTCOIN-USD,2025-08-01,0.9171069860458374,2025-08-24,0.7795409381389617,SL,-0.15000000000000005,23,E3,2025-07-31
ORCA-USD,2025-08-01,2.1163411140441895,2025-08-07,2.7512434482574464,TP,0.30000000000000004,6,E3,2025-07-31
MNDE-USD,2025-08-01,0.09189300239086151,2025-08-11,0.11946090310811996,TP,0.3,10,E3,2025-07-31
MSOL-USD,2025-08-01,213.707275390625,2025-08-23,271.0219421386719,TP,0.26819239842576353,22,E3,2025-07-31
JITOSOL-USD,2025-08-01,198.4488067626953,2025-08-23,252.07614135742188,TP,0.27023258778700554,22,E3,2025-07-31
FIDA-USD,2025-08-01,0.096841000020504,2025-08-31,0.0823148500174284,SL,-0.14999999999999997,30,E3,2025-07-31
GALA-USD,2025-08-08,0.01697699911892414,2025-09-24,0.01443044925108552,SL,-0.14999999999999997,47,E3,2025-07-31
PONKE-USD,2025-08-01,0.11103600263595581,2025-08-31,0.09438060224056244,SL,-0.15,30,E3,2025-07-31
SLERF-USD,2025-08-01,0.06765999644994736,2025-09-09,0.08795799538493157,TP,0.3000000000000001,39,E3,2025-07-31
KMNO-USD,2025-08-01,0.05049299821257591,2025-08-13,0.06285600364208221,TP,0.244845936409994,12,E3,2025-07-31
PYUSD-USD,2025-08-01,0.9992780089378357,2025-09-30,0.999783992767334,MAXHOLD,0.0005063494092460988,60,E3,2025-07-31
HNT-USD,2025-08-01,2.829533100128174,2025-09-03,2.4051031351089476,SL,-0.15000000000000005,33,E3,2025-07-31
IOTX-USD,2025-08-01,0.02852500043809414,2025-09-21,0.024246250372380016,SL,-0.15000000000000008,51,E3,2025-07-31
ZETA-USD,2025-08-01,0.18191200494766235,2025-09-30,0.16657400131225586,MAXHOLD,-0.08431551089670729,60,E3,2025-07-31
STSOL-USD,2025-08-01,197.48574829101562,2025-08-24,227.2055206298828,TP,0.15049071943698963,23,E3,2025-07-31
BSOL-USD,2025-08-01,200.96871948242188,2025-08-23,255.21697998046875,TP,0.2699338515852553,22,E3,2025-07-31
CHILLGUY-USD,2025-08-01,0.05306199938058853,2025-08-17,0.04510269947350025,SL,-0.15000000000000005,16,E3,2025-07-31
ZEREBRO-USD,2025-08-01,0.026467999443411827,2025-08-24,0.022497799526900054,SL,-0.14999999999999997,23,E3,2025-07-31
WIF-USD,2025-09-01,0.758637011051178,2025-09-12,0.9766970276832581,TP,0.2874365651234615,11,E3,2025-08-31
RAY-USD,2025-09-01,3.2737979888916016,2025-09-21,2.7827282905578614,SL,-0.14999999999999997,20,E3,2025-08-31
RENDER-USD,2025-09-01,3.3238000869750977,2025-10-09,2.8252300739288327,SL,-0.15000000000000008,38,E3,2025-08-31
FARTCOIN-USD,2025-09-01,0.7144399881362915,2025-09-12,0.928771984577179,TP,0.3000000000000001,11,E3,2025-08-31
ORCA-USD,2025-09-01,2.1611790657043457,2025-10-09,1.837002205848694,SL,-0.14999999999999997,38,E3,2025-08-31
MNDE-USD,2025-09-01,0.12738999724388123,2025-09-08,0.1656069964170456,TP,0.30000000000000004,7,E3,2025-08-31
MSOL-USD,2025-09-01,260.14019775390625,2025-10-31,248.88209533691406,MAXHOLD,-0.043277057964115184,60,E3,2025-08-31
JITOSOL-USD,2025-09-01,241.6949462890625,2025-10-31,230.85665893554688,MAXHOLD,-0.044842838130977065,60,E3,2025-08-31
FIDA-USD,2025-09-01,0.08333799988031387,2025-10-09,0.07083729989826679,SL,-0.15000000000000008,38,E3,2025-08-31
GALA-USD,2025-09-01,0.015575000084936619,2025-10-09,0.013238750072196126,SL,-0.14999999999999997,38,E3,2025-08-31
PONKE-USD,2025-09-01,0.09644400328397751,2025-09-24,0.08197740279138088,SL,-0.15,23,E3,2025-08-31
MYRO-USD,2025-09-01,0.021998999640345573,2025-09-27,0.018699149694293735,SL,-0.1500000000000001,26,E3,2025-08-31
SLERF-USD,2025-09-01,0.07718800008296967,2025-09-17,0.10034440010786057,TP,0.30000000000000004,16,E3,2025-08-31
KMNO-USD,2025-09-01,0.05287899821996689,2025-09-10,0.06874269768595696,TP,0.30000000000000016,9,E3,2025-08-31
PYUSD-USD,2025-09-01,0.9995620250701904,2025-10-31,0.9995549917221069,MAXHOLD,-7.036429863371614e-06,60,E3,2025-08-31
HNT-USD,2025-09-01,2.5086240768432617,2025-10-09,2.1323304653167723,SL,-0.15000000000000008,38,E3,2025-08-31
IOTX-USD,2025-09-01,0.027713000774383545,2025-09-24,0.023556050658226014,SL,-0.14999999999999997,23,E3,2025-08-31
ZETA-USD,2025-09-01,0.17893299460411072,2025-10-09,0.1520930454134941,SL,-0.15,38,E3,2025-08-31
STSOL-USD,2025-09-01,239.05140686035156,2025-10-31,226.03172302246094,MAXHOLD,-0.05446394986286958,60,E3,2025-08-31
BSOL-USD,2025-09-01,244.27438354492188,2025-10-31,234.00746154785156,MAXHOLD,-0.042030285157519325,60,E3,2025-08-31
CHILLGUY-USD,2025-09-01,0.03866500034928322,2025-09-08,0.04694699868559837,TP,0.21419884291993002,7,E3,2025-08-31
ZEREBRO-USD,2025-09-01,0.020207000896334648,2025-09-24,0.01717595076188445,SL,-0.15000000000000002,23,E3,2025-08-31
WIF-USD,2025-10-01,0.7641940116882324,2025-10-09,0.6495649099349975,SL,-0.15000000000000008,8,E3,2025-09-30
RAY-USD,2025-10-01,2.8549160957336426,2025-10-09,2.426678681373596,SL,-0.15000000000000002,8,E3,2025-09-30
RENDER-USD,2025-10-01,3.548769950866699,2025-10-09,3.0164544582366943,SL,-0.15,8,E3,2025-09-30
FARTCOIN-USD,2025-10-01,0.62956702709198,2025-10-09,0.5351319730281829,SL,-0.15000000000000008,8,E3,2025-09-30
ORCA-USD,2025-10-01,2.010561943054199,2025-10-09,1.7089776515960693,SL,-0.15000000000000002,8,E3,2025-09-30
MNDE-USD,2025-10-01,0.14332400262355804,2025-10-09,0.12182540223002433,SL,-0.15000000000000005,8,E3,2025-09-30
MSOL-USD,2025-10-01,294.4431457519531,2025-10-09,250.27667388916015,SL,-0.15000000000000002,8,E3,2025-09-30
JITOSOL-USD,2025-10-01,273.3974914550781,2025-10-09,232.3878677368164,SL,-0.15000000000000005,8,E3,2025-09-30
FIDA-USD,2025-10-01,0.0828310027718544,2025-10-09,0.07040635235607624,SL,-0.14999999999999997,8,E3,2025-09-30
GALA-USD,2025-10-01,0.015430999919772148,2025-10-09,0.013116349931806326,SL,-0.15,8,E3,2025-09-30
PONKE-USD,2025-10-01,0.08897899836301804,2025-10-09,0.07563214860856533,SL,-0.14999999999999997,8,E3,2025-09-30
SLERF-USD,2025-10-01,0.08138599991798401,2025-10-09,0.06917809993028641,SL,-0.14999999999999997,8,E3,2025-09-30
KMNO-USD,2025-10-01,0.0722310021519661,2025-10-09,0.06139635182917118,SL,-0.15000000000000005,8,E3,2025-09-30
PYUSD-USD,2025-10-01,0.999783992767334,2025-11-30,0.9995129704475403,MAXHOLD,-0.00027108087522338686,60,E3,2025-09-30
HNT-USD,2025-10-01,2.6356699466705322,2025-10-09,2.2403194546699523,SL,-0.15000000000000002,8,E3,2025-09-30
ZETA-USD,2025-10-01,0.16657400131225586,2025-10-09,0.14158790111541747,SL,-0.15000000000000008,8,E3,2025-09-30
STSOL-USD,2025-10-01,268.7919006347656,2025-10-09,228.47311553955078,SL,-0.15000000000000002,8,E3,2025-09-30
BSOL-USD,2025-10-01,276.723388671875,2025-10-09,235.21488037109376,SL,-0.14999999999999997,8,E3,2025-09-30
CHILLGUY-USD,2025-10-01,0.039719998836517334,2025-10-09,0.03376199901103973,SL,-0.15000000000000002,8,E3,2025-09-30
WIF-USD,2025-11-01,0.5352349877357483,2025-11-02,0.45494973957538604,SL,-0.15000000000000002,1,E3,2025-10-31
RAY-USD,2025-11-01,1.6753220558166504,2025-11-02,1.4240237474441528,SL,-0.15,1,E3,2025-10-31
RENDER-USD,2025-11-01,2.3292179107666016,2025-11-02,1.9798352241516113,SL,-0.15000000000000002,1,E3,2025-10-31
FARTCOIN-USD,2025-11-01,0.33878400921821594,2025-11-02,0.28796640783548355,SL,-0.15,1,E3,2025-10-31
ORCA-USD,2025-11-01,1.5537300109863281,2025-11-03,1.3206705093383788,SL,-0.15000000000000005,2,E3,2025-10-31
MNDE-USD,2025-11-01,0.10701099783182144,2025-11-02,0.09095934815704822,SL,-0.15000000000000008,1,E3,2025-10-31
MSOL-USD,2025-11-01,248.9127655029297,2025-11-03,211.57585067749022,SL,-0.15000000000000005,2,E3,2025-10-31
JITOSOL-USD,2025-11-01,230.86834716796875,2025-11-03,196.23809509277342,SL,-0.15000000000000008,2,E3,2025-10-31
FIDA-USD,2025-11-01,0.05789700150489807,2025-11-02,0.049212451279163356,SL,-0.15000000000000008,1,E3,2025-10-31
GALA-USD,2025-11-01,0.010437999852001667,2025-11-02,0.008872299874201416,SL,-0.15000000000000008,1,E3,2025-10-31
PONKE-USD,2025-11-01,0.05839899927377701,2025-11-02,0.049639149382710454,SL,-0.15000000000000005,1,E3,2025-10-31
SLERF-USD,2025-11-01,0.012161999940872192,2025-11-03,0.010337699949741362,SL,-0.15000000000000008,2,E3,2025-10-31
KMNO-USD,2025-11-01,0.06190099939703941,2025-11-15,0.0526158494874835,SL,-0.15000000000000008,14,E3,2025-10-31
PYUSD-USD,2025-11-01,0.9995549917221069,2025-12-31,0.9996100068092346,MAXHOLD,5.503958019648474e-05,60,E3,2025-10-31
HNT-USD,2025-11-01,2.38303804397583,2025-11-18,2.0255823373794555,SL,-0.15000000000000005,17,E3,2025-10-31
IOTX-USD,2025-11-01,0.01155600044876337,2025-11-03,0.009822600381448865,SL,-0.15000000000000002,2,E3,2025-10-31
ZETA-USD,2025-11-01,0.11693800240755081,2025-11-03,0.09939730204641818,SL,-0.15000000000000008,2,E3,2025-10-31
STSOL-USD,2025-11-01,226.07118225097656,2025-11-03,192.16050491333007,SL,-0.15000000000000002,2,E3,2025-10-31
BSOL-USD,2025-11-01,234.05252075195312,2025-11-03,198.94464263916015,SL,-0.15000000000000002,2,E3,2025-10-31
CHILLGUY-USD,2025-11-01,0.02784699946641922,2025-11-02,0.023669949546456338,SL,-0.14999999999999997,1,E3,2025-10-31
ZEREBRO-USD,2025-11-01,0.04306099936366081,2025-11-03,0.04960399866104126,TP,0.15194722356820373,2,E3,2025-10-31
WIF-USD,2025-12-01,0.3455809950828552,2025-12-08,0.4372420012950897,TP,0.2652374045923972,7,E3,2025-11-30
RAY-USD,2025-12-01,1.0022250413894653,2025-12-17,0.8518912851810455,SL,-0.15000000000000002,16,E3,2025-11-30
RENDER-USD,2025-12-01,1.5659290552139282,2025-12-16,1.331039696931839,SL,-0.15,15,E3,2025-11-30
FARTCOIN-USD,2025-12-01,0.320235013961792,2025-12-17,0.2721997618675232,SL,-0.14999999999999997,16,E3,2025-11-30
ORCA-USD,2025-12-01,1.2588579654693604,2025-12-14,1.0700292706489563,SL,-0.15000000000000002,13,E3,2025-11-30
MNDE-USD,2025-12-01,0.06491799652576447,2025-12-15,0.05518029704689979,SL,-0.15000000000000005,14,E3,2025-11-30
MSOL-USD,2025-12-01,170.04380798339844,2026-01-30,144.53723678588867,SL,-0.15000000000000002,60,E3,2025-11-30
JITOSOL-USD,2025-12-01,158.0266876220703,2026-01-30,134.32268447875975,SL,-0.15000000000000008,60,E3,2025-11-30
FIDA-USD,2025-12-01,0.043845999985933304,2025-12-17,0.03726909998804331,SL,-0.15000000000000002,16,E3,2025-11-30
GALA-USD,2025-12-01,0.006767000071704388,2026-01-28,0.005751950060948729,SL,-0.15000000000000005,58,E3,2025-11-30
PONKE-USD,2025-12-01,0.03217799961566925,2025-12-17,0.02735129967331886,SL,-0.15000000000000005,16,E3,2025-11-30
KMNO-USD,2025-12-01,0.057927001267671585,2025-12-20,0.049237951077520846,SL,-0.15000000000000002,19,E3,2025-11-30
PYUSD-USD,2025-12-01,0.9995129704475403,2026-01-30,0.9994059801101685,MAXHOLD,-0.00010704247021819072,60,E3,2025-11-30
HNT-USD,2025-12-01,1.8914090394973755,2025-12-17,1.6076976835727692,SL,-0.14999999999999997,16,E3,2025-11-30
ZETA-USD,2025-12-01,0.0831340029835701,2025-12-16,0.07066390253603458,SL,-0.15000000000000008,15,E3,2025-11-30
STSOL-USD,2025-12-01,153.58790588378906,2026-01-30,130.5497200012207,SL,-0.15000000000000008,60,E3,2025-11-30
BSOL-USD,2025-12-01,159.76992797851562,2026-01-30,135.80443878173827,SL,-0.15000000000000008,60,E3,2025-11-30
ZEREBRO-USD,2025-12-01,0.030162999406456947,2025-12-03,0.03719300031661987,TP,0.23306703738017592,2,E3,2025-11-30
WIF-USD,2026-01-01,0.301256000995636,2026-01-03,0.3916328012943268,TP,0.3000000000000001,2,E3,2025-12-31
RAY-USD,2026-01-01,0.9755169749259949,2026-01-05,1.2405370473861694,TP,0.2716714104132116,4,E3,2025-12-31
RENDER-USD,2026-01-01,1.378972053527832,2026-01-02,1.7926636695861817,TP,0.30000000000000004,1,E3,2025-12-31
FARTCOIN-USD,2026-01-01,0.29006099700927734,2026-01-03,0.37707929611206054,TP,0.3,2,E3,2025-12-31
ORCA-USD,2026-01-01,1.1011569499969482,2026-01-30,0.9359834074974059,SL,-0.15000000000000005,29,E3,2025-12-31
MSOL-USD,2026-01-01,170.94253540039062,2026-01-30,145.30115509033203,SL,-0.15,29,E3,2025-12-31
JITOSOL-USD,2026-01-01,158.65390014648438,2026-01-30,134.8558151245117,SL,-0.15000000000000008,29,E3,2025-12-31
GALA-USD,2026-01-01,0.0062870001420378685,2026-01-16,0.007790999952703714,TP,0.23922375961301304,15,E3,2025-12-31
KMNO-USD,2026-01-01,0.05659700185060501,2026-01-22,0.04810745157301426,SL,-0.15000000000000005,21,E3,2025-12-31
PYUSD-USD,2026-01-01,0.9996100068092346,2026-03-02,1.0000050067901611,MAXHOLD,0.00039515408833026557,60,E3,2025-12-31
HNT-USD,2026-01-01,1.5208539962768555,2026-01-19,1.292725896835327,SL,-0.15000000000000008,18,E3,2025-12-31
ZETA-USD,2026-01-01,0.0713450014591217,2026-01-25,0.08194100111722946,TP,0.14851775795644087,24,E3,2025-12-31
STSOL-USD,2026-01-01,153.94369506835938,2026-01-30,130.85214080810547,SL,-0.14999999999999997,29,E3,2025-12-31
BSOL-USD,2026-01-01,160.56765747070312,2026-01-30,136.48250885009764,SL,-0.15000000000000008,29,E3,2025-12-31
ZEREBRO-USD,2026-01-01,0.02569499984383583,2026-01-10,0.02809399925172329,TP,0.09336444531884179,9,E3,2025-12-31
WIF-USD,2026-02-01,0.2540769875049591,2026-02-04,0.21596543937921522,SL,-0.15000000000000008,3,E3,2026-01-31
RAY-USD,2026-02-01,0.703794002532959,2026-02-04,0.5982249021530152,SL,-0.14999999999999997,3,E3,2026-01-31
RENDER-USD,2026-02-01,1.4981659650802612,2026-02-04,1.273441070318222,SL,-0.15000000000000005,3,E3,2026-01-31
FARTCOIN-USD,2026-02-01,0.2163349986076355,2026-02-04,0.18388474881649017,SL,-0.15000000000000002,3,E3,2026-01-31
ORCA-USD,2026-02-01,0.8877350091934204,2026-02-04,0.7545747578144073,SL,-0.15000000000000005,3,E3,2026-01-31
MSOL-USD,2026-02-01,142.88392639160156,2026-02-03,121.45133743286132,SL,-0.15000000000000005,2,E3,2026-01-31
JITOSOL-USD,2026-02-01,126.78634643554688,2026-02-04,107.76839447021484,SL,-0.15,3,E3,2026-01-31
GALA-USD,2026-02-01,0.004699999932199717,2026-02-04,0.0039949999423697586,SL,-0.1500000000000001,3,E3,2026-01-31
PONKE-USD,2026-02-01,0.03579200059175491,2026-02-03,0.030423200502991677,SL,-0.15,2,E3,2026-01-31
KMNO-USD,2026-02-01,0.03411800041794777,2026-02-04,0.029000300355255602,SL,-0.15000000000000005,3,E3,2026-01-31
PYUSD-USD,2026-02-01,0.9994059801101685,2026-03-15,0.9996583461761475,MAXHOLD,0.00025251606554443933,42,E3,2026-01-31
HNT-USD,2026-02-01,0.9676039814949036,2026-02-04,0.822463384270668,SL,-0.15000000000000002,3,E3,2026-01-31
ZETA-USD,2026-02-01,0.059282999485731125,2026-02-04,0.05039054956287146,SL,-0.14999999999999997,3,E3,2026-01-31
STSOL-USD,2026-02-01,128.58294677734375,2026-02-03,109.29550476074219,SL,-0.14999999999999997,2,E3,2026-01-31
