cid,entry_date,entry_price,exit_date,exit_price,exit_type,gross_return,hold_days,es,recon_date
WIF-USD,2025-04-01,0.42281800508499146,2025-04-02,0.38053620457649234,SL,-0.09999999999999992,1,E2,2025-03-31
RAY-USD,2025-04-01,1.8028990030288696,2025-04-05,1.6226091027259828,SL,-0.09999999999999992,4,E2,2025-03-31
RENDER-USD,2025-04-01,3.697377920150757,2025-04-02,3.3276401281356813,SL,-0.09999999999999995,1,E2,2025-03-31
FARTCOIN-USD,2025-04-01,0.5233420133590698,2025-04-02,0.47100781202316283,SL,-0.10000000000000002,1,E2,2025-03-31
ORCA-USD,2025-04-01,2.1625800132751465,2025-04-05,1.9463220119476319,SL,-0.09999999999999998,4,E2,2025-03-31
MNDE-USD,2025-04-01,0.10533600300550461,2025-04-02,0.09480240270495414,SL,-0.10000000000000002,1,E2,2025-03-31
MSOL-USD,2025-04-01,162.14886474609375,2025-04-02,145.9339782714844,SL,-0.0999999999999999,1,E2,2025-03-31
JITOSOL-USD,2025-04-01,150.94700622558594,2025-04-02,135.85230560302736,SL,-0.09999999999999988,1,E2,2025-03-31
FIDA-USD,2025-04-01,0.09654299914836884,2025-04-02,0.08688869923353196,SL,-0.09999999999999994,1,E2,2025-03-31
MEDIA-USD,2025-04-01,6.664050102233887,2025-04-02,5.997645092010498,SL_FIRST,-0.09999999999999998,1,E2,2025-03-31
GALA-USD,2025-04-01,0.01587199978530407,2025-04-02,0.014284799806773663,SL,-0.1,1,E2,2025-03-31
PONKE-USD,2025-04-01,0.09103299677371979,2025-04-02,0.08192969709634781,SL,-0.09999999999999994,1,E2,2025-03-31
SLERF-USD,2025-04-01,0.059971000999212265,2025-04-02,0.05397390089929104,SL,-0.09999999999999994,1,E2,2025-03-31
KMNO-USD,2025-04-01,0.04985100030899048,2025-04-02,0.04486590027809143,SL,-0.09999999999999998,1,E2,2025-03-31
PYUSD-USD,2025-04-01,0.9995430111885071,2025-05-31,0.9993979930877686,MAXHOLD,-0.0001450844026872756,60,E2,2025-03-31
HNT-USD,2025-04-01,3.0582869052886963,2025-04-02,2.7524582147598267,SL,-0.1,1,E2,2025-03-31
ZETA-USD,2025-04-01,0.270018994808197,2025-04-03,0.24301709532737734,SL,-0.09999999999999994,2,E2,2025-03-31
STSOL-USD,2025-04-01,153.5646514892578,2025-04-02,138.20818634033205,SL,-0.0999999999999999,1,E2,2025-03-31
BSOL-USD,2025-04-01,152.6893768310547,2025-04-02,137.42043914794922,SL,-0.09999999999999996,1,E2,2025-03-31
CHILLGUY-USD,2025-04-01,0.02488899976015091,2025-04-02,0.02240009978413582,SL,-0.1,1,E2,2025-03-31
ZEREBRO-USD,2025-04-01,0.029461000114679337,2025-04-02,0.026514900103211402,SL,-0.10000000000000002,1,E2,2025-03-31
WIF-USD,2025-05-01,0.6158409714698792,2025-05-03,0.5542568743228913,SL,-0.09999999999999992,2,E2,2025-04-30
RAY-USD,2025-05-01,2.8873538970947266,2025-05-03,2.598618507385254,SL,-0.1,2,E2,2025-04-30
RENDER-USD,2025-05-01,4.626389026641846,2025-05-05,4.163750123977661,SL,-0.09999999999999996,4,E2,2025-04-30
FARTCOIN-USD,2025-05-01,1.1959760189056396,2025-05-02,1.0763784170150756,SL,-0.10000000000000003,1,E2,2025-04-30
ORCA-USD,2025-05-01,2.9263219833374023,2025-05-03,2.633689785003662,SL,-0.10000000000000003,2,E2,2025-04-30
MSOL-USD,2025-05-01,194.32875061035156,2025-05-11,225.0773468017578,TP,0.15822978378047745,10,E2,2025-04-30
JITOSOL-USD,2025-05-01,180.58135986328125,2025-05-12,216.6976318359375,TP,0.2,11,E2,2025-04-30
FIDA-USD,2025-05-01,0.08475500345230103,2025-05-03,0.07627950310707092,SL,-0.10000000000000003,2,E2,2025-04-30
MEDIA-USD,2025-05-01,0.6316140294075012,2025-05-02,0.5684526264667511,SL,-0.1,1,E2,2025-04-30
GALA-USD,2025-05-01,0.017148999497294426,2025-05-03,0.015434099547564984,SL,-0.09999999999999994,2,E2,2025-04-30
PONKE-USD,2025-05-01,0.12027899920940399,2025-05-02,0.10825109928846359,SL,-0.10000000000000002,1,E2,2025-04-30
MYRO-USD,2025-05-01,0.025960000231862068,2025-05-03,0.02336400020867586,SL,-0.10000000000000003,2,E2,2025-04-30
SLERF-USD,2025-05-01,0.07180000096559525,2025-05-05,0.06462000086903573,SL,-0.09999999999999988,4,E2,2025-04-30
KMNO-USD,2025-05-01,0.07352100312709808,2025-05-05,0.0810139998793602,TP,0.10191641073379719,4,E2,2025-04-30
PYUSD-USD,2025-05-01,0.9997109770774841,2025-06-30,0.9995570182800293,MAXHOLD,-0.0001540033079409722,60,E2,2025-04-30
HNT-USD,2025-05-01,3.8230509757995605,2025-05-29,3.4407458782196048,SL,-0.09999999999999994,28,E2,2025-04-30
IOTX-USD,2025-05-01,0.01913299970328808,2025-05-05,0.01721969973295927,SL,-0.09999999999999996,4,E2,2025-04-30
ZETA-USD,2025-05-01,0.27447399497032166,2025-05-03,0.2470265954732895,SL,-0.09999999999999994,2,E2,2025-04-30
STSOL-USD,2025-05-01,182.51187133789062,2025-05-11,211.5464630126953,TP,0.15908330489391526,10,E2,2025-04-30
BSOL-USD,2025-05-01,182.96095275878906,2025-05-11,211.8874053955078,TP,0.15810178183131035,10,E2,2025-04-30
CHILLGUY-USD,2025-05-01,0.045788999646902084,2025-05-04,0.052420999854803085,TP,0.1448382855935508,3,E2,2025-04-30
ZEREBRO-USD,2025-05-01,0.05099000036716461,2025-05-03,0.04589100033044815,SL,-0.10000000000000003,2,E2,2025-04-30
WIF-USD,2025-06-01,0.8729349970817566,2025-06-09,1.0274080038070679,TP,0.176958201059321,8,E2,2025-05-31
RAY-USD,2025-06-01,2.5348050594329834,2025-06-03,2.2813245534896853,SL,-0.0999999999999999,2,E2,2025-05-31
RENDER-USD,2025-06-01,3.9239890575408936,2025-06-04,3.5315901517868045,SL,-0.09999999999999994,3,E2,2025-05-31
FARTCOIN-USD,2025-06-01,1.148103952407837,2025-06-02,1.0332935571670532,SL,-0.10000000000000003,1,E2,2025-05-31
BOME-USD,2025-06-01,0.001917000045068562,2025-06-04,0.0017253000405617058,SL,-0.1,3,E2,2025-05-31
ORCA-USD,2025-06-01,2.6915531158447266,2025-06-04,2.422397804260254,SL,-0.09999999999999994,3,E2,2025-05-31
MNDE-USD,2025-06-01,0.1195020005106926,2025-06-09,0.1434024006128311,TP,0.1999999999999999,8,E2,2025-05-31
MSOL-USD,2025-06-01,204.57615661621094,2025-06-04,184.11854095458986,SL,-0.09999999999999992,3,E2,2025-05-31
JITOSOL-USD,2025-06-01,190.16746520996094,2025-06-12,171.15071868896484,SL,-0.1,11,E2,2025-05-31
FIDA-USD,2025-06-01,0.0716480016708374,2025-06-04,0.06448320150375367,SL,-0.09999999999999992,3,E2,2025-05-31
GALA-USD,2025-06-01,0.016902999952435493,2025-06-04,0.015212699957191945,SL,-0.09999999999999994,3,E2,2025-05-31
PONKE-USD,2025-06-01,0.13641899824142456,2025-06-04,0.12277709841728211,SL,-0.09999999999999994,3,E2,2025-05-31
MYRO-USD,2025-06-01,0.022823000326752663,2025-06-04,0.020540700294077396,SL,-0.1,3,E2,2025-05-31
SLERF-USD,2025-06-01,0.07552900165319443,2025-06-04,0.06797610148787499,SL,-0.09999999999999996,3,E2,2025-05-31
KMNO-USD,2025-06-01,0.05793499946594238,2025-06-07,0.05214149951934815,SL,-0.09999999999999992,6,E2,2025-05-31
PYUSD-USD,2025-06-01,0.9993979930877686,2025-07-31,0.9992780089378357,MAXHOLD,-0.00012005642473040683,60,E2,2025-05-31
HNT-USD,2025-06-01,3.3812830448150635,2025-06-03,3.043154740333557,SL,-0.10000000000000002,2,E2,2025-05-31
IOTX-USD,2025-06-01,0.02223999984562397,2025-06-04,0.020015999861061572,SL,-0.10000000000000003,3,E2,2025-05-31
ZETA-USD,2025-06-01,0.21699999272823334,2025-06-12,0.19529999345541002,SL,-0.09999999999999992,11,E2,2025-05-31
STSOL-USD,2025-06-01,191.18064880371094,2025-06-04,172.06258392333984,SL,-0.1,3,E2,2025-05-31
BSOL-USD,2025-06-01,192.54660034179688,2025-06-12,173.29194030761718,SL,-0.10000000000000003,11,E2,2025-05-31
CHILLGUY-USD,2025-06-01,0.07125099748373032,2025-06-03,0.06412589773535729,SL,-0.09999999999999992,2,E2,2025-05-31
ZEREBRO-USD,2025-06-01,0.03678999841213226,2025-06-02,0.03311099857091904,SL,-0.1,1,E2,2025-05-31
WIF-USD,2025-07-01,0.7830229997634888,2025-07-02,0.9207620024681091,TP,0.1759067137826402,1,E2,2025-06-30
RAY-USD,2025-07-01,2.0324220657348633,2025-07-08,2.4389064788818358,TP,0.1999999999999999,7,E2,2025-06-30
