cid,entry_date,exit_date,gross_return,hold_days,exit_type,recon_date
ORCA-USD,2025-06-01,2025-07-31,-0.21371006888712674,60,FIXED_60d,2025-05-31
MNDE-USD,2025-06-01,2025-07-31,-0.2310337735087601,60,FIXED_60d,2025-05-31
MSOL-USD,2025-06-01,2025-07-31,0.04463432555116493,60,FIXED_60d,2025-05-31
JITOSOL-USD,2025-06-01,2025-07-31,0.043547625476266796,60,FIXED_60d,2025-05-31
FIDA-USD,2025-06-01,2025-07-31,0.3516217865420356,60,FIXED_60d,2025-05-31
GALA-USD,2025-06-01,2025-08-15,0.019641468081305787,75,FIXED_60d,2025-05-31
PONKE-USD,2025-06-01,2025-07-31,-0.1860664272035464,60,FIXED_60d,2025-05-31
MYRO-USD,2025-06-01,2025-07-31,-0.22328351290152906,60,FIXED_60d,2025-05-31
SLERF-USD,2025-06-01,2025-07-31,-0.10419843250654437,60,FIXED_60d,2025-05-31
KMNO-USD,2025-06-01,2025-07-31,-0.1284543250533957,60,FIXED_60d,2025-05-31
PYUSD-USD,2025-06-01,2025-07-31,-0.00012005642473040683,60,FIXED_60d,2025-05-31
HNT-USD,2025-06-01,2025-07-31,-0.16317768650955014,60,FIXED_60d,2025-05-31
IOTX-USD,2025-06-01,2025-07-31,0.2825989494647785,60,FIXED_60d,2025-05-31
ZETA-USD,2025-06-01,2025-07-31,-0.16169580164232775,60,FIXED_60d,2025-05-31
STSOL-USD,2025-06-01,2025-07-31,0.032979799612346025,60,FIXED_60d,2025-05-31
BSOL-USD,2025-06-01,2025-07-31,0.04374067953251095,60,FIXED_60d,2025-05-31
CHILLGUY-USD,2025-06-01,2025-07-31,-0.2552385213779523,60,FIXED_60d,2025-05-31
ZEREBRO-USD,2025-06-01,2025-07-31,-0.28059254293855446,60,FIXED_60d,2025-05-31
WIF-USD,2025-07-01,2025-08-30,0.002510781425150107,60,FIXED_60d,2025-06-30
RAY-USD,2025-07-01,2025-08-30,0.700184266796925,60,FIXED_60d,2025-06-30
RENDER-USD,2025-07-01,2025-08-30,0.11358917439661197,60,FIXED_60d,2025-06-30
FARTCOIN-USD,2025-07-01,2025-08-30,-0.2617583816033283,60,FIXED_60d,2025-06-30
ORCA-USD,2025-07-01,2025-08-30,0.2006641207626331,60,FIXED_60d,2025-06-30
MNDE-USD,2025-07-01,2025-08-30,0.05736880475986276,60,FIXED_60d,2025-06-30
MSOL-USD,2025-07-01,2025-08-30,0.38326005994870666,60,FIXED_60d,2025-06-30
JITOSOL-USD,2025-07-01,2025-08-30,0.3843219301358729,60,FIXED_60d,2025-06-30
FIDA-USD,2025-07-01,2025-08-30,0.2542491317686189,60,FIXED_60d,2025-06-30
GALA-USD,2025-07-01,2025-09-14,0.24471819479582935,75,FIXED_60d,2025-06-30
PONKE-USD,2025-07-01,2025-08-30,-0.06920603068499705,60,FIXED_60d,2025-06-30
SLERF-USD,2025-07-01,2025-08-30,0.19525693821874635,60,FIXED_60d,2025-06-30
KMNO-USD,2025-07-01,2025-08-30,0.0021016348817037736,60,FIXED_60d,2025-06-30
PYUSD-USD,2025-07-01,2025-08-30,-4.6035178509156704e-05,60,FIXED_60d,2025-06-30
HNT-USD,2025-07-01,2025-08-30,0.17276617578494094,60,FIXED_60d,2025-06-30
ZETA-USD,2025-07-01,2025-08-30,0.09410348938968521,60,FIXED_60d,2025-06-30
STSOL-USD,2025-07-01,2025-08-30,0.36712123813200437,60,FIXED_60d,2025-06-30
BSOL-USD,2025-07-01,2025-08-30,0.38164345784263776,60,FIXED_60d,2025-06-30
CHILLGUY-USD,2025-07-01,2025-08-30,-0.08727430470297434,60,FIXED_60d,2025-06-30
ZEREBRO-USD,2025-07-01,2025-08-30,-0.24418308154988239,60,FIXED_60d,2025-06-30
WIF-USD,2025-08-01,2025-09-30,-0.13129897452054515,60,FIXED_60d,2025-07-31
RAY-USD,2025-08-01,2025-09-30,0.10013345480176367,60,FIXED_60d,2025-07-31
RENDER-USD,2025-08-01,2025-09-30,0.003607321280431169,60,FIXED_60d,2025-07-31
FARTCOIN-USD,2025-08-01,2025-09-30,-0.31349230643846143,60,FIXED_60d,2025-07-31
ORCA-USD,2025-08-01,2025-09-30,-0.04996170821683762,60,FIXED_60d,2025-07-31
MNDE-USD,2025-08-01,2025-09-30,0.5595964542589513,60,FIXED_60d,2025-07-31
MSOL-USD,2025-08-01,2025-09-30,0.37743146987759113,60,FIXED_60d,2025-07-31
JITOSOL-USD,2025-08-01,2025-09-30,0.3772688118087514,60,FIXED_60d,2025-07-31
FIDA-USD,2025-08-01,2025-09-30,-0.14467010094570773,60,FIXED_60d,2025-07-31
GALA-USD,2025-08-08,2025-10-07,-0.06237848288713195,60,FIXED_60d,2025-07-31
PONKE-USD,2025-08-01,2025-09-30,-0.19871938535865263,60,FIXED_60d,2025-07-31
SLERF-USD,2025-08-01,2025-09-30,0.20233524949590753,60,FIXED_60d,2025-07-31
KMNO-USD,2025-08-01,2025-09-30,0.43015871715968684,60,FIXED_60d,2025-07-31
PYUSD-USD,2025-08-01,2025-09-30,0.0005063494092460988,60,FIXED_60d,2025-07-31
HNT-USD,2025-08-01,2025-09-30,-0.06803212896073972,60,FIXED_60d,2025-07-31
IOTX-USD,2025-08-01,2025-09-30,-0.18387379643904045,60,FIXED_60d,2025-07-31
ZETA-USD,2025-08-01,2025-09-30,-0.08431551089670729,60,FIXED_60d,2025-07-31
STSOL-USD,2025-08-01,2025-09-30,0.35959347961502736,60,FIXED_60d,2025-07-31
BSOL-USD,2025-08-01,2025-09-30,0.3772186201994338,60,FIXED_60d,2025-07-31
CHILLGUY-USD,2025-08-01,2025-09-30,-0.25129091960654665,60,FIXED_60d,2025-07-31
ZEREBRO-USD,2025-08-01,2025-09-30,-0.33621730879297596,60,FIXED_60d,2025-07-31
WIF-USD,2025-09-01,2025-10-31,-0.29448207811284527,60,FIXED_60d,2025-08-31
RAY-USD,2025-09-01,2025-10-31,-0.48827019633386604,60,FIXED_60d,2025-08-31
RENDER-USD,2025-09-01,2025-10-31,-0.2991876926149205,60,FIXED_60d,2025-08-31
FARTCOIN-USD,2025-09-01,2025-10-31,-0.5258132316573719,60,FIXED_60d,2025-08-31
ORCA-USD,2025-09-01,2025-10-31,-0.28104937845311484,60,FIXED_60d,2025-08-31
MNDE-USD,2025-09-01,2025-10-31,-0.15997330915272176,60,FIXED_60d,2025-08-31
MSOL-USD,2025-09-01,2025-10-31,-0.043277057964115184,60,FIXED_60d,2025-08-31
JITOSOL-USD,2025-09-01,2025-10-31,-0.044842838130977065,60,FIXED_60d,2025-08-31
FIDA-USD,2025-09-01,2025-10-31,-0.30527488554984483,60,FIXED_60d,2025-08-31
GALA-USD,2025-09-01,2025-10-31,-0.3298234481490121,60,FIXED_60d,2025-08-31
PONKE-USD,2025-09-01,2025-10-31,-0.3945087467684139,60,FIXED_60d,2025-08-31
MYRO-USD,2025-09-01,2025-10-31,-0.20628209028431438,60,FIXED_60d,2025-08-31
SLERF-USD,2025-09-01,2025-10-31,-0.8424755125435353,60,FIXED_60d,2025-08-31
KMNO-USD,2025-09-01,2025-10-31,0.17059708207305344,60,FIXED_60d,2025-08-31
PYUSD-USD,2025-09-01,2025-10-31,-7.036429863371614e-06,60,FIXED_60d,2025-08-31
HNT-USD,2025-09-01,2025-10-31,-0.05005173954745193,60,FIXED_60d,2025-08-31
IOTX-USD,2025-09-01,2025-10-31,-0.5830115784702342,60,FIXED_60d,2025-08-31
ZETA-USD,2025-09-01,2025-10-31,-0.3464704334364036,60,FIXED_60d,2025-08-31
STSOL-USD,2025-09-01,2025-10-31,-0.05446394986286958,60,FIXED_60d,2025-08-31
BSOL-USD,2025-09-01,2025-10-31,-0.042030285157519325,60,FIXED_60d,2025-08-31
CHILLGUY-USD,2025-09-01,2025-10-31,-0.2797879421993732,60,FIXED_60d,2025-08-31
ZEREBRO-USD,2025-09-01,2025-10-31,1.1304002718888448,60,FIXED_60d,2025-08-31
WIF-USD,2025-10-01,2025-11-30,-0.5477836913175896,60,FIXED_60d,2025-09-30
RAY-USD,2025-10-01,2025-11-30,-0.6489448394264223,60,FIXED_60d,2025-09-30
RENDER-USD,2025-10-01,2025-11-30,-0.5587403306231533,60,FIXED_60d,2025-09-30
FARTCOIN-USD,2025-10-01,2025-11-30,-0.491321843879534,60,FIXED_60d,2025-09-30
ORCA-USD,2025-10-01,2025-11-30,-0.3738750618410636,60,FIXED_60d,2025-09-30
MNDE-USD,2025-10-01,2025-11-30,-0.5467402748777827,60,FIXED_60d,2025-09-30
MSOL-USD,2025-10-01,2025-11-30,-0.4225138114818622,60,FIXED_60d,2025-09-30
JITOSOL-USD,2025-10-01,2025-11-30,-0.42203418379631213,60,FIXED_60d,2025-09-30
FIDA-USD,2025-10-01,2025-11-30,-0.47065713900988804,60,FIXED_60d,2025-09-30
GALA-USD,2025-10-01,2025-11-30,-0.5614671695361976,60,FIXED_60d,2025-09-30
PONKE-USD,2025-10-01,2025-11-30,-0.6384090712886576,60,FIXED_60d,2025-09-30
SLERF-USD,2025-10-01,2025-11-30,-0.9100459525402428,60,FIXED_60d,2025-09-30
KMNO-USD,2025-10-01,2025-11-30,-0.1980451961235238,60,FIXED_60d,2025-09-30
PYUSD-USD,2025-10-01,2025-11-30,-0.00027108087522338686,60,FIXED_60d,2025-09-30
HNT-USD,2025-10-01,2025-11-30,-0.2824226777126065,60,FIXED_60d,2025-09-30
ZETA-USD,2025-10-01,2025-11-30,-0.5009184967122872,60,FIXED_60d,2025-09-30
STSOL-USD,2025-10-01,2025-11-30,-0.42859557120738695,60,FIXED_60d,2025-09-30
BSOL-USD,2025-10-01,2025-11-30,-0.4226571605148488,60,FIXED_60d,2025-09-30
CHILLGUY-USD,2025-10-01,2025-11-30,-0.4955438136169306,60,FIXED_60d,2025-09-30
WIF-USD,2025-11-01,2025-12-31,-0.4371518904807293,60,FIXED_60d,2025-10-31
RAY-USD,2025-11-01,2025-12-31,-0.4177155423300189,60,FIXED_60d,2025-10-31
RENDER-USD,2025-11-01,2025-12-31,-0.4079677787322272,60,FIXED_60d,2025-10-31
FARTCOIN-USD,2025-11-01,2025-12-31,-0.14389993406760643,60,FIXED_60d,2025-10-31
ORCA-USD,2025-11-01,2025-12-31,-0.2912874170453792,60,FIXED_60d,2025-10-31
MNDE-USD,2025-11-01,2025-12-31,-0.5427479428937574,60,FIXED_60d,2025-10-31
MSOL-USD,2025-11-01,2025-12-31,-0.3132408048748626,60,FIXED_60d,2025-10-31
JITOSOL-USD,2025-11-01,2025-12-31,-0.3127949897251772,60,FIXED_60d,2025-10-31
FIDA-USD,2025-11-01,2025-12-31,-0.3563742567693124,60,FIXED_60d,2025-10-31
GALA-USD,2025-11-01,2025-12-31,-0.3976815260413874,60,FIXED_60d,2025-10-31
PONKE-USD,2025-11-01,2025-12-31,-0.49600162333582243,60,FIXED_60d,2025-10-31
SLERF-USD,2025-11-01,2025-12-31,-0.5087979046850074,60,FIXED_60d,2025-10-31
KMNO-USD,2025-11-01,2025-12-31,-0.08568516822182488,60,FIXED_60d,2025-10-31
PYUSD-USD,2025-11-01,2025-12-31,5.503958019648474e-05,60,FIXED_60d,2025-10-31
HNT-USD,2025-11-01,2025-12-31,-0.3618003706984542,60,FIXED_60d,2025-10-31
IOTX-USD,2025-11-01,2025-12-31,-0.31818969789318496,60,FIXED_60d,2025-10-31
ZETA-USD,2025-11-01,2025-12-31,-0.38989036933886534,60,FIXED_60d,2025-10-31
STSOL-USD,2025-11-01,2025-12-31,-0.3190476842932758,60,FIXED_60d,2025-10-31
BSOL-USD,2025-11-01,2025-12-31,-0.31396740802090584,60,FIXED_60d,2025-10-31
CHILLGUY-USD,2025-11-01,2025-12-31,-0.35752506781829113,60,FIXED_60d,2025-10-31
ZEREBRO-USD,2025-11-01,2025-12-31,-0.40328835318392897,60,FIXED_60d,2025-10-31
WIF-USD,2025-12-01,2026-01-30,-0.2647831011539204,60,FIXED_60d,2025-11-30
RAY-USD,2025-12-01,2026-01-30,-0.24206047549544304,60,FIXED_60d,2025-11-30
RENDER-USD,2025-12-01,2026-01-30,-0.01038621829458285,60,FIXED_60d,2025-11-30
FARTCOIN-USD,2025-12-01,2026-01-30,-0.290770880004884,60,FIXED_60d,2025-11-30
ORCA-USD,2025-12-01,2026-01-30,-0.2948092369877234,60,FIXED_60d,2025-11-30
MNDE-USD,2025-12-01,2026-01-30,-0.5635416874685676,60,FIXED_60d,2025-11-30
MSOL-USD,2025-12-01,2026-01-30,-0.1597077743512176,60,FIXED_60d,2025-11-30
JITOSOL-USD,2025-12-01,2026-01-30,-0.16214379520678782,60,FIXED_60d,2025-11-30
FIDA-USD,2025-12-01,2026-01-30,-0.48508414019210655,60,FIXED_60d,2025-11-30
GALA-USD,2025-12-01,2026-01-30,-0.2875720254208258,60,FIXED_60d,2025-11-30
PONKE-USD,2025-12-01,2026-01-30,0.11172235808632745,60,FIXED_60d,2025-11-30
KMNO-USD,2025-12-01,2026-01-30,-0.41101732057052565,60,FIXED_60d,2025-11-30
PYUSD-USD,2025-12-01,2026-01-30,-0.00010704247021819072,60,FIXED_60d,2025-11-30
HNT-USD,2025-12-01,2026-01-30,-0.47101341718911083,60,FIXED_60d,2025-11-30
ZETA-USD,2025-12-01,2026-01-30,-0.26649747352966563,60,FIXED_60d,2025-11-30
STSOL-USD,2025-12-01,2026-01-30,-0.16280552145404661,60,FIXED_60d,2025-11-30
BSOL-USD,2025-12-01,2026-01-30,-0.1601145942547009,60,FIXED_60d,2025-11-30
ZEREBRO-USD,2025-12-01,2026-01-30,-0.702052170244399,60,FIXED_60d,2025-11-30
WIF-USD,2026-01-01,2026-03-02,-0.3226657653766533,60,FIXED_60d,2025-12-31
RAY-USD,2026-01-01,2026-03-02,-0.38183959034755166,60,FIXED_60d,2025-12-31
RENDER-USD,2026-01-01,2026-03-02,-0.027224703085914726,60,FIXED_60d,2025-12-31
FARTCOIN-USD,2026-01-01,2026-03-02,-0.4240763120127831,60,FIXED_60d,2025-12-31
ORCA-USD,2026-01-01,2026-03-02,-0.21388863087346843,60,FIXED_60d,2025-12-31
MSOL-USD,2026-01-01,2026-03-02,-0.3059258816251878,60,FIXED_60d,2025-12-31
JITOSOL-USD,2026-01-01,2026-03-02,-0.30581795197364914,60,FIXED_60d,2025-12-31
GALA-USD,2026-01-01,2026-03-02,-0.44075076863367263,60,FIXED_60d,2025-12-31
KMNO-USD,2026-01-01,2026-03-02,-0.5745004390941352,60,FIXED_60d,2025-12-31
PYUSD-USD,2026-01-01,2026-03-02,0.00039515408833026557,60,FIXED_60d,2025-12-31
HNT-USD,2026-01-01,2026-03-02,-0.17432971454119847,60,FIXED_60d,2025-12-31
ZETA-USD,2026-01-01,2026-03-02,-0.24479644652896626,60,FIXED_60d,2025-12-31
STSOL-USD,2026-01-01,2026-03-02,-0.30868976793598163,60,FIXED_60d,2025-12-31
BSOL-USD,2026-01-01,2026-03-02,-0.30876990718012665,60,FIXED_60d,2025-12-31
ZEREBRO-USD,2026-01-01,2026-03-02,-0.7160147903956956,60,FIXED_60d,2025-12-31
WIF-USD,2026-02-01,2026-03-15,-0.3438498375855047,42,FIXED_60d,2026-01-31
RAY-USD,2026-02-01,2026-03-15,-0.13089360979916162,42,FIXED_60d,2026-01-31
RENDER-USD,2026-02-01,2026-03-15,0.24101479949078286,42,FIXED_60d,2026-01-31
FARTCOIN-USD,2026-02-01,2026-03-15,-0.24614464696091665,42,FIXED_60d,2026-01-31
ORCA-USD,2026-02-01,2026-03-15,0.07833381071568275,42,FIXED_60d,2026-01-31
MSOL-USD,2026-02-01,2026-03-15,-0.1591875238478772,42,FIXED_60d,2026-01-31
JITOSOL-USD,2026-02-01,2026-03-15,-0.12173841356493567,42,FIXED_60d,2026-01-31
GALA-USD,2026-02-01,2026-03-15,-0.2671822329806494,42,FIXED_60d,2026-01-31
PONKE-USD,2026-02-01,2026-03-15,-0.1542973958147938,42,FIXED_60d,2026-01-31
KMNO-USD,2026-02-01,2026-03-15,-0.38676817694986754,42,FIXED_60d,2026-01-31
PYUSD-USD,2026-02-01,2026-03-15,0.00025251606554443933,42,FIXED_60d,2026-01-31
HNT-USD,2026-02-01,2026-03-15,0.2059139194444939,42,FIXED_60d,2026-01-31
ZETA-USD,2026-02-01,2026-03-15,-0.14873147652592028,42,FIXED_60d,2026-01-31
STSOL-USD,2026-02-01,2026-03-15,-0.16822168336020787,42,FIXED_60d,2026-01-31
BSOL-USD,2026-02-01,2026-03-15,-0.15949420723603966,42,FIXED_60d,2026-01-31
WIF-USD,2026-03-01,2026-03-15,-0.1242473393132104,14,FIXED_60d,2026-02-28
RAY-USD,2026-03-01,2026-03-15,0.03989923806360275,14,FIXED_60d,2026-02-28
RENDER-USD,2026-03-01,2026-03-15,0.3896957226312402,14,FIXED_60d,2026-02-28
FARTCOIN-USD,2026-03-01,2026-03-15,0.06261107227465144,14,FIXED_60d,2026-02-28
ORCA-USD,2026-03-01,2026-03-15,0.10331881078963695,14,FIXED_60d,2026-02-28
MSOL-USD,2026-03-01,2026-03-15,0.05657088949112602,14,FIXED_60d,2026-02-28
JITOSOL-USD,2026-03-01,2026-03-15,0.05504357427143809,14,FIXED_60d,2026-02-28
PYUSD-USD,2026-03-01,2026-03-15,-0.00015869660368998816,14,FIXED_60d,2026-02-28
HNT-USD,2026-03-01,2026-03-15,-0.08760447380548633,14,FIXED_60d,2026-02-28
ZETA-USD,2026-03-01,2026-03-15,-0.046106214393921575,14,FIXED_60d,2026-02-28
STSOL-USD,2026-03-01,2026-03-15,0.04693613235664455,14,FIXED_60d,2026-02-28
BSOL-USD,2026-03-01,2026-03-15,0.05471878458130568,14,FIXED_60d,2026-02-28
