signal,mint_address,token_symbol,hour,close,volume_h1,sma_4h,sma_12h,r_fwd_1h,r_fwd_4h,r_fwd_24h
pullback_in_uptrend,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,2026-03-10 11:00:00,0.6086,48560.89,0.6089,0.6026166666666667,-0.008379888268156388,0.006079526782780009,
pullback_in_uptrend,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,2026-03-10 12:00:00,0.6035,84547.41,0.60835,0.6031750000000001,-0.004639602319801206,0.016404308202153883,
pullback_in_uptrend,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,2026-03-10 17:00:00,0.611,96749.68,0.6127499999999999,0.6078916666666666,-0.019148936170212627,-0.023404255319148914,-0.013093289689034338
pullback_in_uptrend,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,2026-03-11 19:00:00,0.6024,57216.2,0.6027750000000001,0.5966333333333333,-0.0026560424966800555,-0.007138114209827462,0.0036520584329349237
pullback_in_uptrend,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,2026-03-11 20:00:00,0.6008,66306.31,0.603125,0.5972166666666666,0.006491344873502003,-0.0016644474034620549,0.0001664447403462166
pullback_in_uptrend,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,2026-03-11 22:00:00,0.6007,51248.01,0.60215,0.5982333333333333,-0.0043282836690528015,-0.0051606459131013915,0.002996504078575102
pullback_in_uptrend,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,2026-03-12 00:00:00,0.5998,44779.31,0.600825,0.5989416666666666,-0.005835278426141954,-0.009503167722574202,0.03184394798266088
pullback_in_uptrend,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,2026-03-12 13:00:00,0.6029,178313.25,0.6051249999999999,0.5996833333333333,-0.01078122408359583,-0.001326919887211897,
pullback_in_uptrend,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,2026-03-12 22:00:00,0.6025,69128.25,0.6025499999999999,0.6023333333333333,0.00796680497925295,0.022738589211618088,0.009128630705394158
pullback_in_uptrend,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,2026-03-13 02:00:00,0.6162,65212.69,0.616875,0.6070666666666666,0.0069782538136968775,,-0.010223953261927932
pullback_in_uptrend,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,2026-03-13 04:00:00,0.6132,114305.6,0.61875,0.6092833333333333,0.0009784735812132794,,-0.0017938682322243826
pullback_in_uptrend,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,2026-03-13 05:00:00,0.6138,57546.6,0.6159250000000001,0.6102583333333333,,,-0.005050505050505083
pullback_in_uptrend,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,2026-03-13 19:00:00,0.6128,66596.44,0.615075,0.6115,0.0021214099216708693,-0.003426892950391669,-0.019255874673629325
pullback_in_uptrend,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,2026-03-13 21:00:00,0.6134,85502.25,0.613525,0.6133333333333334,-0.008803390935767763,-0.007173133355070083,-0.019726116726442755
pullback_in_uptrend,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,POPCAT,2026-03-10 16:00:00,0.053,12270.3,0.0539025,0.052779166666666676,-0.013584905660377289,-0.03301886792452835,-0.031886792452830104
pullback_in_uptrend,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,POPCAT,2026-03-11 20:00:00,0.05151,5028.48,0.05154,0.05107999999999999,0.005241700640652214,-0.0058241118229470645,0.007959619491360925
pullback_in_uptrend,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,POPCAT,2026-03-13 04:00:00,0.05343,5469.14,0.053649999999999996,0.05260666666666667,0.0007486430844094727,,0.004117536964252322
pullback_in_uptrend,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,POPCAT,2026-03-14 04:00:00,0.05365,24645.46,0.05371,0.053314999999999994,-0.011369990680335618,-0.02758620689655178,
pullback_in_uptrend,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,2026-03-10 11:00:00,2059.66,835257.96,2061.6124999999997,2044.18425,-0.005787362962819009,0.00833632735500034,
pullback_in_uptrend,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,2026-03-10 12:00:00,2047.74,838642.68,2059.555,2047.0275833333333,-0.00723236348364531,0.015612333597038619,
pullback_in_uptrend,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,2026-03-10 17:00:00,2071.69,1394154.57,2075.7625,2060.0516666666667,-0.017164730244389803,-0.021417296989414525,-0.0031713238949843126
pullback_in_uptrend,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,2026-03-11 21:00:00,2072.43,694770.24,2072.6375,2045.642,-0.005674498053010124,-0.013790574349917706,-0.004036807033289458
pullback_in_uptrend,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,2026-03-11 22:00:00,2060.67,745464.86,2068.8175,2049.155333333333,-0.005061460592914124,-0.017319609641524347,0.00032998976061171525
pullback_in_uptrend,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,2026-03-12 13:00:00,2062.66,2718126.22,2064.2975,2040.545,-0.00998516478721645,-0.0018471294348074707,
pullback_in_uptrend,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,2026-03-12 14:00:00,2042.064,2947938.93,2057.4835000000003,2041.9686666666666,0.013303206951398083,0.0031223311316392888,
pullback_in_uptrend,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,2026-03-12 17:00:00,2058.85,1167052.57,2059.7185,2052.6645,-0.005056220705733749,0.002532481725235014,
pullback_in_uptrend,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,2026-03-13 05:00:00,2110.57,1374686.69,2111.6925,2088.7445000000002,,,-0.00895492686809729
pullback_in_uptrend,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,2026-03-13 19:00:00,2102.98,1568078.42,2110.83,2093.2895,0.002634356960123263,-0.006524075359727544,-0.012658227848101222
pullback_in_uptrend,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,2026-03-13 20:00:00,2108.52,1513042.74,2108.6600000000003,2096.526166666667,-0.0020820291009807645,-0.011652723237152163,-0.01077058790051788
pullback_in_uptrend,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,2026-03-13 21:00:00,2104.13,1058459.92,2106.55,2099.9828333333335,-0.007394980348172431,-0.0051612780579147755,-0.008659160793297094
pullback_in_uptrend,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,Fartcoin ,2026-03-11 22:00:00,0.1546,8087.66,0.155325,0.15416666666666665,-0.002587322121604063,-0.02975420439844756,0.0
pullback_in_uptrend,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,Fartcoin ,2026-03-12 20:00:00,0.1545,20007.71,0.15457500000000002,0.15338333333333334,0.007119741100323651,0.034304207119741026,0.04854368932038833
pullback_in_uptrend,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,Fartcoin ,2026-03-12 22:00:00,0.1546,15037.13,0.155175,0.15350833333333333,0.0077619663648125226,0.042043984476067386,0.024579560155239433
pullback_in_uptrend,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,Fartcoin ,2026-03-13 05:00:00,0.1622,49122.63,0.162225,0.15841666666666668,,,-0.0018495684340321672
pullback_in_uptrend,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,Fartcoin ,2026-03-13 20:00:00,0.162,26601.26,0.1621,0.15955833333333333,-0.011111111111111072,-0.021604938271604923,-0.021604938271604923
pullback_in_uptrend,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,Fartcoin ,2026-03-13 21:00:00,0.1602,41419.4,0.161575,0.16003333333333333,-0.011235955056179803,-0.0037453183520600453,-0.013108614232209881
pullback_in_uptrend,C4yDhKwkikpVGCQWD9BT2SJyHAtRFFnKPDM9Nyshpump,Life,2026-03-12 17:00:00,0.002025,134156.4,0.00232725,0.0016888333333333332,0.28049382716049376,0.32740740740740737,
pullback_in_uptrend,C4yDhKwkikpVGCQWD9BT2SJyHAtRFFnKPDM9Nyshpump,Life,2026-03-12 21:00:00,0.002688,125781.38,0.00273625,0.002178583333333333,-0.1640625,0.07663690476190488,
pullback_in_uptrend,C4yDhKwkikpVGCQWD9BT2SJyHAtRFFnKPDM9Nyshpump,Life,2026-03-12 23:00:00,0.002472,144357.49,0.0025715,0.002374333333333333,0.23422330097087385,-0.06715210355987056,
pullback_in_uptrend,C9dJfTGUzhuqPWxh9mcDr66JZN4uzXh2gh9EWnEdpump,WAR,2026-03-14 01:00:00,0.0326,30375.03,0.0333525,0.0309975,-0.0003067484662575559,0.03128834355828225,
pullback_in_uptrend,C9dJfTGUzhuqPWxh9mcDr66JZN4uzXh2gh9EWnEdpump,WAR,2026-03-14 02:00:00,0.03259,33348.19,0.0333125,0.031180833333333335,0.028843203436636822,0.023626879410862278,-0.14452285977293655
pullback_in_uptrend,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,2026-03-10 11:00:00,5.999e-06,20318.12,6.0089999999999996e-06,5.9633333333333336e-06,0.001166861143524045,0.022337056176029435,
pullback_in_uptrend,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,2026-03-10 12:00:00,6.006e-06,20082.03,6.015499999999999e-06,5.971583333333333e-06,-0.004995004995004937,0.02980352980352996,
pullback_in_uptrend,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,2026-03-10 17:00:00,6.1e-06,48907.41,6.1415e-06,6.0396666666666666e-06,-0.018360655737704956,-0.03131147540983614,-0.014590163934426248
pullback_in_uptrend,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,2026-03-11 19:00:00,5.996e-06,22211.27,6.012e-06,5.9325e-06,-0.0030020013342227925,-0.007004669779853145,0.014342895263509181
pullback_in_uptrend,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,2026-03-11 20:00:00,5.978e-06,20570.7,6.00725e-06,5.938333333333334e-06,0.006858481097357094,-0.0011709601873536313,0.00451656072264961
pullback_in_uptrend,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,2026-03-11 22:00:00,5.986e-06,16962.4,5.9947500000000005e-06,5.952583333333334e-06,-0.005345806882726345,-0.02021383227530904,0.011693952555963838
pullback_in_uptrend,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,2026-03-12 00:00:00,5.971e-06,65153.49,5.982500000000001e-06,5.967333333333333e-06,-0.00921118740579474,-0.01624518506112882,0.042538938201306165
pullback_in_uptrend,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,2026-03-12 13:00:00,5.936e-06,56512.7,5.96025e-06,5.902416666666666e-06,-0.009939353099730375,0.00876010781671166,
pullback_in_uptrend,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,2026-03-12 20:00:00,6.005e-06,26996.58,6.016500000000001e-06,5.966250000000001e-06,0.009658617818484538,0.036636136552872456,0.03347210657785182
pullback_in_uptrend,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,2026-03-13 04:00:00,6.247e-06,24553.97,6.2654999999999996e-06,6.128833333333332e-06,-0.0019209220425804308,,-0.016327837361933772
pullback_in_uptrend,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,2026-03-13 05:00:00,6.235e-06,30767.02,6.2505e-06,6.149416666666667e-06,,,-0.020048115477145134
pullback_in_uptrend,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,2026-03-13 19:00:00,6.197e-06,27080.55,6.238250000000001e-06,6.166583333333334e-06,0.0014523156365984224,-0.009682104243989076,-0.03437147006616115
pullback_in_uptrend,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,Bonk,2026-03-13 21:00:00,6.196e-06,28335.14,6.2085e-06,6.192833333333333e-06,-0.012427372498385991,-0.0027437056165268148,-0.03308586184635243
pullback_in_uptrend,Df6yfrKC8kZE3KNkrHERKzAetSxbrWeniQfyJY4Jpump,CHILLGUY,2026-03-12 19:00:00,0.009678,1558.58,0.00967875,0.009645833333333333,-0.007542880760487702,0.00103327133705311,-0.002273196941516953
pullback_in_uptrend,Df6yfrKC8kZE3KNkrHERKzAetSxbrWeniQfyJY4Jpump,CHILLGUY,2026-03-13 05:00:00,0.009873,2970.67,0.009899,0.00975925,,,-0.06654512306289873
pullback_in_uptrend,Df6yfrKC8kZE3KNkrHERKzAetSxbrWeniQfyJY4Jpump,CHILLGUY,2026-03-14 14:00:00,0.009398,3171.24,0.009406749999999998,0.009293833333333333,0.0006384337092997239,-0.0026601404554160712,
pullback_in_uptrend,Df6yfrKC8kZE3KNkrHERKzAetSxbrWeniQfyJY4Jpump,CHILLGUY,2026-03-14 17:00:00,0.009371,1608.25,0.009386499999999999,0.009320833333333332,0.00021342439440807937,-0.01568669298900882,
pullback_in_uptrend,Df6yfrKC8kZE3KNkrHERKzAetSxbrWeniQfyJY4Jpump,CHILLGUY,2026-03-14 18:00:00,0.009373,2467.92,0.00938025,0.009335,-0.008641843593299892,-0.01088232156193314,
pullback_in_uptrend,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,$WIF,2026-03-11 20:00:00,0.1669,14864.28,0.168775,0.16581666666666667,-0.0011983223487118666,-0.006590772917914878,0.004793289394847244
pullback_in_uptrend,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,$WIF,2026-03-11 21:00:00,0.1667,7608.83,0.16824999999999998,0.16599166666666668,0.0005998800239952473,-0.008998200359927822,0.02339532093581287
pullback_in_uptrend,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,$WIF,2026-03-12 13:00:00,0.166,7886.57,0.16615,0.165025,-0.009638554216867545,0.008433734939758963,
pullback_in_uptrend,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,$WIF,2026-03-12 23:00:00,0.1693,19751.1,0.169325,0.167125,0.010632014176018778,0.02008269344359115,-0.011222681630242204
pullback_in_uptrend,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,$WIF,2026-03-13 02:00:00,0.1704,11475.94,0.17082499999999998,0.16849166666666668,0.013497652582159514,,-0.014084507042253391
pullback_in_uptrend,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,$WIF,2026-03-13 04:00:00,0.1703,8856.25,0.171475,0.16960833333333333,-0.0029359953024075125,,-0.015854374633000656
pullback_in_uptrend,EPuZ1X6pPzac3ELPsT59LStmgaSr4kBJvaAbL15Fpump,Distorted,2026-03-12 12:00:00,0.0048,168600.16,0.004987,0.00451425,0.04041666666666677,-0.4224999999999999,
pullback_in_uptrend,EPuZ1X6pPzac3ELPsT59LStmgaSr4kBJvaAbL15Fpump,Distorted,2026-03-12 13:00:00,0.004994,96207.54,0.0051094999999999995,0.00453225,-0.13676411694032853,-0.4128954745694834,
pullback_in_uptrend,JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,JUP,2026-03-10 12:00:00,0.1759,88150.85,0.177875,0.172175,-0.00909607731665718,-0.002842524161455362,
pullback_in_uptrend,JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,JUP,2026-03-10 13:00:00,0.1743,164633.97,0.1772,0.1731,0.02008032128514059,-0.009179575444635768,
pullback_in_uptrend,JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,JUP,2026-03-11 19:00:00,0.1658,14141.57,0.1661,0.16474166666666668,0.0012062726176116367,-0.004825090470446325,-0.0156815440289505
pullback_in_uptrend,JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,JUP,2026-03-11 20:00:00,0.166,13687.49,0.16615000000000002,0.16483333333333333,0.010240963855421503,-0.002409638554216942,-0.028915662650602414
pullback_in_uptrend,JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,JUP,2026-03-11 22:00:00,0.166,17608.97,0.166375,0.16518333333333332,-0.0060240963855421326,-0.02168674698795192,-0.027108433734939763
pullback_in_uptrend,JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,JUP,2026-03-12 00:00:00,0.1656,18749.76,0.166075,0.1652583333333333,-0.008454106280193163,-0.018719806763284996,-0.0018115942028985588
pullback_in_uptrend,JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,JUP,2026-03-13 05:00:00,0.1652,17808.37,0.165975,0.16406666666666667,,,-0.023002421307506182
pullback_in_uptrend,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,mSOL,2026-03-12 13:00:00,118.1,9609.2,118.3775,117.08421499999999,-0.012870448772226872,0.0016934801016088574,
pullback_in_uptrend,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,mSOL,2026-03-13 19:00:00,121.26,22027.95,121.7025,120.33666666666666,-0.001154543955137699,-0.008411677387432093,-0.020616856341745038
pullback_in_uptrend,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,mSOL,2026-03-13 20:00:00,121.12,9287.89,121.3725,120.5625,-0.0012384412153236823,-0.009209048877146686,-0.01948480845442535
pullback_in_uptrend,orcaEKTdK7LKz57vaAYr9QeNsVEPfiu6QeMU1kektZE,ORCA,2026-03-10 08:00:00,0.945,43174.75,0.95055,0.9399583333333332,-0.0005291005291004902,-0.005079365079365017,-0.03703703703703698
pullback_in_uptrend,orcaEKTdK7LKz57vaAYr9QeNsVEPfiu6QeMU1kektZE,ORCA,2026-03-10 10:00:00,0.9432,17408.89,0.9460999999999999,0.94265,0.00021204410517383643,0.0050890585241729624,-0.03562340966921129
pullback_in_uptrend,orcaEKTdK7LKz57vaAYr9QeNsVEPfiu6QeMU1kektZE,ORCA,2026-03-12 01:00:00,0.9278,17232.18,0.930875,0.9272916666666666,-0.0012933821944384194,-0.008945893511532632,0.02112524250916148
pullback_in_uptrend,orcaEKTdK7LKz57vaAYr9QeNsVEPfiu6QeMU1kektZE,ORCA,2026-03-12 12:00:00,0.9318,19275.52,0.933875,0.9271416666666666,-0.005365958360163181,0.0021463833440653612,
pullback_in_uptrend,orcaEKTdK7LKz57vaAYr9QeNsVEPfiu6QeMU1kektZE,ORCA,2026-03-13 02:00:00,0.9412,14085.31,0.94225,0.9326833333333333,0.003824904377390581,,-0.007756056098597641
pullback_in_uptrend,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,BOME,2026-03-10 18:00:00,0.000437,77730.07,0.00044295,0.0004307916666666666,-0.0128146453089244,-0.028375286041189884,0.00594965675057213
pullback_in_uptrend,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,BOME,2026-03-11 23:00:00,0.0004329,13826.99,0.00043562500000000003,0.0004286916666666666,-0.0018480018480019345,-0.012243012243012275,0.037422037422037535
pullback_in_uptrend,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,BOME,2026-03-12 01:00:00,0.0004317,23965.17,0.00043405,0.00043135000000000005,-0.013898540653231373,-0.013898540653231373,0.06416492934908513
pullback_in_uptrend,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,BOME,2026-03-12 14:00:00,0.0004329,67976.24,0.0004358,0.0004308916666666666,0.00554400554400547,0.024255024255024127,
pullback_in_uptrend,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,BOME,2026-03-12 15:00:00,0.0004353,21210.26,0.0004359,0.0004315333333333334,0.0025269928784745765,0.030553641167011314,
pullback_in_uptrend,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,BOME,2026-03-12 20:00:00,0.0004412,46309.47,0.00044295,0.00043766666666666666,0.01246600181323676,0.037398005439709836,0.03875793291024476
pullback_in_uptrend,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,BOME,2026-03-13 02:00:00,0.0004545,23506.21,0.000455175,0.00044659999999999996,0.016061606160616027,,-0.0028602860286027765
pullback_in_uptrend,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,BOME,2026-03-13 04:00:00,0.0004563,24492.58,0.000458,0.00045046666666666665,0.004821389436774126,,-0.006136313828621454
breakout_from_consolidation,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,Pnut ,2026-03-12 19:00:00,0.04686,18058.76,0.045767499999999996,0.0456575,-0.028169014084507116,-0.007469056764831339,0.0040546308151943045
breakout_from_consolidation,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,2026-03-10 14:00:00,0.6143,262643.48,0.606775,0.6045916666666667,-0.003255738238645667,-0.02441803678984189,
breakout_from_consolidation,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,2026-03-11 17:00:00,0.603,160617.42,0.59575,0.5950833333333333,0.005472636815920362,0.002819237147595466,-0.0014925373134329067
breakout_from_consolidation,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,2026-03-13 00:00:00,0.6189,495186.22,0.6077250000000001,0.6035666666666667,0.010017773469058078,-0.009209888511875985,-0.018904507998061093
breakout_from_consolidation,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,POPCAT,2026-03-13 00:00:00,0.05302,32391.84,0.052419999999999994,0.051702500000000005,0.016408902301018546,0.007732930969445606,-0.003583553376084403
breakout_from_consolidation,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,WETH,2026-03-13 00:00:00,2114.15,8738756.96,2078.196,2066.2573333333335,0.0049476148806848474,-0.0007473452687840609,-0.014284700707140163
